symbol;name;sector
BRO;BROWN & BROWN INC;Financials
NSIS B;NOVOZYMES B;Materials
LDOS;LEIDOS HOLDINGS INC;Industrials
STLD;STEEL DYNAMICS INC;Materials
PPL;PEMBINA PIPELINE CORP;Energy
AUD;AUD CASH;Cash and/or Derivatives
BALL;BALL CORP;Materials
VOD;VODAFONE GROUP PLC;Communication
ENTG;ENTEGRIS INC;Information Technology
GLE;SOCIETE GENERALE SA;Financials
ORA;ORANGE SA;Communication
NET;CLOUDFLARE INC CLASS A;Information Technology
GDDY;GODADDY INC CLASS A;Information Technology
PFG;PRINCIPAL FINANCIAL GROUP INC;Financials
REP;REPSOL SA;Energy
SYF;SYNCHRONY FINANCIAL;Financials
GEBN;GEBERIT AG;Industrials
PPL;PPL CORP;Utilities
4452;KAO CORP;Consumer Staples
GPC;GENUINE PARTS;Consumer Discretionary
CTRA;COTERRA ENERGY INC;Energy
QSR;RESTAURANTS BRANDS INTERNATIONAL I;Consumer Discretionary
INVH;INVITATION HOMES INC;Real Estate
NDAQ;NASDAQ INC;Financials
SBAC;SBA COMMUNICATIONS REIT CORP CLASS;Real Estate
SLHN;SWISS LIFE HOLDING AG;Financials
PTC;PTC INC;Information Technology
7269;SUZUKI MOTOR CORP;Consumer Discretionary
COO;COOPER INC;Health Care
HOLX;HOLOGIC INC;Health Care
HBAN;HUNTINGTON BANCSHARES INC;Financials
CPAY;CORPAY INC;Financials
FE;FIRSTENERGY CORP;Utilities
DSFIR;DSM FIRMENICH AG;Materials
4519;CHUGAI PHARMACEUTICAL LTD;Health Care
6701;NEC CORP;Information Technology
GMAB;GENMAB;Health Care
UCB;UCB SA;Health Care
EXPD;EXPEDITORS INTERNATIONAL OF WASHIN;Industrials
ALL;ARISTOCRAT LEISURE LTD;Consumer Discretionary
KNEBV;KONE;Industrials
HO;THALES SA;Industrials
L;LOBLAW COMPANIES LTD;Consumer Staples
FCNCA;FIRST CITIZENS BANCSHARES INC CLAS;Financials
6920;LASERTEC CORP;Information Technology
CMS;CMS ENERGY CORP;Utilities
WAT;WATERS CORP;Health Care
OMC;OMNICOM GROUP INC;Communication
AVY;AVERY DENNISON CORP;Materials
AXON;AXON ENTERPRISE INC;Industrials
CBOE;CBOE GLOBAL MARKETS INC;Financials
ULTA;ULTA BEAUTY INC;Consumer Discretionary
8630;SOMPO HOLDINGS INC;Financials
MOH;MOLINA HEALTHCARE INC;Health Care
FTS;FORTIS INC;Utilities
DANSKE;DANSKE BANK;Financials
ALGN;ALIGN TECHNOLOGY INC;Health Care
TXT;TEXTRON INC;Industrials
5401;NIPPON STEEL CORP;Materials
LH;LABCORP HOLDINGS INC;Health Care
TSN;TYSON FOODS INC CLASS A;Consumer Staples
7733;OLYMPUS CORP;Health Care
6752;PANASONIC HOLDINGS CORP;Consumer Discretionary
8604;NOMURA HOLDINGS INC;Financials
QBE;QBE INSURANCE GROUP LTD;Financials
VTR;VENTAS REIT INC;Real Estate
AER;AERCAP HOLDINGS NV;Industrials
STX;SEAGATE TECHNOLOGY HOLDINGS PLC;Information Technology
AVTR;AVANTOR INC;Health Care
4503;ASTELLAS PHARMA INC;Health Care
RF;REGIONS FINANCIAL CORP;Financials
WSP;WSP GLOBAL INC;Industrials
ACA;CREDIT AGRICOLE SA;Financials
ARE;ALEXANDRIA REAL ESTATE EQUITIES RE;Real Estate
J;JACOBS SOLUTIONS INC;Industrials
MKC;MCCORMICK & CO NON-VOTING INC;Consumer Staples
SAMPO;SAMPO;Financials
LOGN;LOGITECH INTERNATIONAL SA;Information Technology
LGEN;LEGAL AND GENERAL GROUP PLC;Financials
CNP;CENTERPOINT ENERGY INC;Utilities
AEE;AMEREN CORP;Utilities
TEVA;TEVA PHARMACEUTICAL INDUSTRIES ADR;Health Care
INF;INFORMA PLC;Communication
SHL;SIEMENS HEALTHINEERS AG;Health Care
6762;TDK CORP;Information Technology
669;TECHTRONIC INDUSTRIES LTD;Industrials
SWED A;SWEDBANK;Financials
EBS;ERSTE GROUP BANK AG;Financials
MRO;MARATHON OIL CORP;Energy
TDY;TELEDYNE TECHNOLOGIES INC;Information Technology
LII;LENNOX INTERNATIONAL INC;Industrials
DPZ;DOMINOS PIZZA INC;Consumer Discretionary
9022;CENTRAL JAPAN RAILWAY;Industrials
CINF;CINCINNATI FINANCIAL CORP;Financials
2502;ASAHI GROUP HOLDINGS LTD;Consumer Staples
MAA;MID AMERICA APARTMENT COMMUNITIES;Real Estate
DRI;DARDEN RESTAURANTS INC;Consumer Discretionary
WSM;WILLIAMS SONOMA INC;Consumer Discretionary
ENPH;ENPHASE ENERGY INC;Information Technology
CCEP;COCA COLA EUROPACIFIC PARTNERS PLC;Consumer Staples
9020;EAST JAPAN RAILWAY;Industrials
KBC;KBC GROEP;Financials
RS;RELIANCE STEEL & ALUMINUM;Materials
CCL;CARNIVAL CORP;Consumer Discretionary
FDS;FACTSET RESEARCH SYSTEMS INC;Financials
ALNY;ALNYLAM PHARMACEUTICALS INC;Health Care
LVS;LAS VEGAS SANDS CORP;Consumer Discretionary
GBP;GBP CASH;Cash and/or Derivatives
EG;EVEREST GROUP LTD;Financials
2802;AJINOMOTO INC;Consumer Staples
ZBRA;ZEBRA TECHNOLOGIES CORP CLASS A;Information Technology
DNB;DNB BANK;Financials
PNDORA;PANDORA;Consumer Discretionary
CBK;COMMERZBANK AG;Financials
CLNX;CELLNEX TELECOM SA;Communication
DKNG;DRAFTKINGS INC CLASS A;Consumer Discretionary
CF;CF INDUSTRIES HOLDINGS INC;Materials
HEN3;HENKEL & KGAA PREF AG;Consumer Staples
PKG;PACKAGING CORP OF AMERICA;Materials
IP;INTERNATIONAL PAPER;Materials
WBD;WARNER BROS. DISCOVERY INC SERIES;Communication
4578;OTSUKA HOLDINGS LTD;Health Care
BAX;BAXTER INTERNATIONAL INC;Health Care
IHG;INTERCONTINENTAL HOTELS GROUP PLC;Consumer Discretionary
EQT;EQT CORP;Energy
CLX;CLOROX;Consumer Staples
DGX;QUEST DIAGNOSTICS INC;Health Care
ERIC B;ERICSSON B;Information Technology
STO;SANTOS LTD;Energy
8802;MITSUBISHI ESTATE CO LTD;Real Estate
OKTA;OKTA INC CLASS A;Information Technology
NTRS;NORTHERN TRUST CORP;Financials
AV.;AVIVA PLC;Financials
EQH;EQUITABLE HOLDINGS INC;Financials
POW;POWER CORPORATION OF CANADA;Financials
WSO;WATSCO INC;Industrials
KNIN;KUEHNE UND NAGEL INTERNATIONAL AG;Industrials
NBIX;NEUROCRINE BIOSCIENCES INC;Health Care
1;CK HUTCHISON HOLDINGS LTD;Industrials
SNAP;SNAP INC CLASS A;Communication
CAG;CONAGRA BRANDS INC;Consumer Staples
BEI;BEIERSDORF AG;Consumer Staples
ENR;SIEMENS ENERGY N AG;Industrials
ESS;ESSEX PROPERTY TRUST REIT INC;Real Estate
AENA;AENA SME SA;Industrials
WRB;WR BERKLEY CORP;Financials
ILMN;ILLUMINA INC;Health Care
COLO B;COLOPLAST B;Health Care
TRMB;TRIMBLE INC;Information Technology
1925;DAIWA HOUSE INDUSTRY LTD;Real Estate
IMO;IMPERIAL OIL LTD;Energy
JBL;JABIL INC;Information Technology
IEX;IDEX CORP;Industrials
OC;OWENS CORNING;Industrials
TRU;TRANSUNION;Industrials
5020;ENEOS HOLDINGS INC;Energy
BG;BUNGE GLOBAL SA;Consumer Staples
LYV;LIVE NATION ENTERTAINMENT INC;Communication
MAS;MASCO CORP;Industrials
6971;KYOCERA CORP;Information Technology
PNR;PENTAIR;Industrials
SOON;SONOVA HOLDING AG;Health Care
ATO;ATMOS ENERGY CORP;Utilities
COH;COCHLEAR LTD;Health Care
NXT;NEXT PLC;Consumer Discretionary
EXPE;EXPEDIA GROUP INC;Consumer Discretionary
SY1;SYMRISE AG;Materials
16;SUN HUNG KAI PROPERTIES LTD;Real Estate
ZS;ZSCALER INC;Information Technology
ZM;ZOOM VIDEO COMMUNICATIONS INC CLAS;Information Technology
PRY;PRYSMIAN;Industrials
CHKP;CHECK POINT SOFTWARE TECHNOLOGIES;Information Technology
CE;CELANESE CORP;Materials
MTX;MTU AERO ENGINES HOLDING AG;Industrials
K;KELLANOVA;Consumer Staples
SWKS;SKYWORKS SOLUTIONS INC;Information Technology
JHX;JAMES HARDIE INDUSTRIES CDI PLC;Materials
8309;SUMITOMO MITSUI TRUST HOLDINGS INC;Financials
TOU;TOURMALINE OIL CORP;Energy
AKAM;AKAMAI TECHNOLOGIES INC;Information Technology
AMCR;AMCOR PLC;Materials
HEI;HEIDELBERG MATERIALS AG;Materials
CFG;CITIZENS FINANCIAL GROUP INC;Financials
SUN;SUNCORP GROUP LTD;Financials
GEN;GEN DIGITAL INC;Information Technology
BMRN;BIOMARIN PHARMACEUTICAL INC;Health Care
MONC;MONCLER;Consumer Discretionary
MT;ARCELORMITTAL SA;Materials
ROL;ROLLINS INC;Industrials
VRSN;VERISIGN INC;Information Technology
RPM;RPM INTERNATIONAL INC;Materials
1605;INPEX CORP;Energy
Z74;SINGAPORE TELECOMMUNICATIONS LTD;Communication
SDZ;SANDOZ GROUP AG;Health Care
HNR1;HANNOVER RUECK;Financials
SGSN;SGS SA;Industrials
ORG;ORIGIN ENERGY LTD;Utilities
STMN;STRAUMANN HOLDING AG;Health Care
ALB;ALBEMARLE CORP;Materials
COL;COLES GROUP LTD;Consumer Staples
SNA;SNAP ON INC;Industrials
SUI;SUN COMMUNITIES REIT INC;Real Estate
SEK;SEK CASH;Cash and/or Derivatives
BBY;BEST BUY CO INC;Consumer Discretionary
EMN;EASTMAN CHEMICAL;Materials
XRO;XERO LTD;Information Technology
CELH;CELSIUS HOLDINGS INC;Consumer Staples
FWONK;LIBERTY MEDIA FORMULA ONE CORP SER;Communication
8267;AEON LTD;Consumer Staples
SSNC;SS AND C TECHNOLOGIES HOLDINGS INC;Industrials
BFB;BROWN FORMAN CORP CLASS B;Consumer Staples
KRX;KINGSPAN GROUP PLC;Industrials
ESSITY B;ESSITY CLASS B;Consumer Staples
MANH;MANHATTAN ASSOCIATES INC;Information Technology
NN;NN GROUP NV;Financials
9101;NIPPON YUSEN;Industrials
SGRO;SEGRO REIT PLC;Real Estate
2;CLP HOLDINGS LTD;Utilities
7182;JAPAN POST BANK LTD;Financials
4911;SHISEIDO LTD;Consumer Staples
LNT;ALLIANT ENERGY CORP;Utilities
RBA;RB GLOBAL INC;Industrials
KEY;KEYCORP;Financials
SK3;SMURFIT KAPPA GROUP PLC;Materials
6326;KUBOTA CORP;Industrials
BNZL;BUNZL;Industrials
KYGA;KERRY GROUP PLC;Consumer Staples
POOL;POOL CORP;Consumer Discretionary
BAM;BROOKFIELD ASSET MANAGEMENT VOTING;Financials
11;HANG SENG BANK LTD;Financials
HST;HOST HOTELS & RESORTS REIT INC;Real Estate
VACN;VAT GROUP AG;Industrials
8113;UNICHARM CORP;Consumer Staples
SHB A;SVENSKA HANDELSBANKEN-A SHS;Financials
MRU;METRO INC;Consumer Staples
RBLX;ROBLOX CORP CLASS A;Communication
GGG;GRACO INC;Industrials
9503;KANSAI ELECTRIC POWER INC;Utilities
L;LOEWS CORP;Financials
RVTY;REVVITY INC;Health Care
DOC;HEALTHPEAK PROPERTIES INC;Real Estate
AES;AES CORP;Utilities
2388;BOC HONG KONG HOLDINGS LTD;Financials
BAER;JULIUS BAER GRUPPE AG;Financials
8015;TOYOTA TSUSHO CORP;Industrials
CAD;CAD CASH;Cash and/or Derivatives
JBHT;JB HUNT TRANSPORT SERVICES INC;Industrials
LW;LAMB WESTON HOLDINGS INC;Consumer Staples
NICE;NICE LTD;Information Technology
NI;NISOURCE INC;Utilities
BURL;BURLINGTON STORES INC;Consumer Discretionary
VTRS;VIATRIS INC;Health Care
HEIA;HEICO CORP CLASS A;Industrials
9104;MITSUI OSK LINES LTD;Industrials
APP;APPLOVIN CORP CLASS A;Information Technology
BXB;BRAMBLES LTD;Industrials
EQT;EQT;Financials
8697;JAPAN EXCHANGE GROUP INC;Financials
RCI.B;ROGERS COMMUNICATIONS NON-VOTING I;Communication
NDSN;NORDSON CORP;Industrials
6201;TOYOTA INDUSTRIES CORP;Industrials
ARX;ARC RESOURCES LTD;Energy
AOS;A O SMITH CORP;Industrials
EXO;EXOR NV;Financials
SGE;SAGE GROUP PLC;Information Technology
RTO;RENTOKIL INITIAL PLC;Industrials
SCMN;SWISSCOM AG;Communication
JKHY;JACK HENRY AND ASSOCIATES INC;Financials
SCG;SCENTRE GROUP;Real Estate
823;LINK REAL ESTATE INVESTMENT TRUST;Real Estate
2503;KIRIN HOLDINGS LTD;Consumer Staples
EDEN;EDENRED;Financials
MGM;MGM RESORTS INTERNATIONAL;Consumer Discretionary
8308;RESONA HOLDINGS INC;Financials
KPN;KONINKLIJKE KPN NV;Communication
EDP;EDP ENERGIAS DE PORTUGAL SA;Utilities
CARL B;CARLSBERG AS CL B;Consumer Staples
MG;MAGNA INTERNATIONAL INC;Consumer Discretionary
UTHR;UNITED THERAPEUTICS CORP;Health Care
SWK;STANLEY BLACK & DECKER INC;Industrials
JNPR;JUNIPER NETWORKS INC;Information Technology
BSY;BENTLEY SYSTEMS INC CLASS B;Information Technology
TW;TRADEWEB MARKETS INC CLASS A;Financials
OVV;OVINTIV INC;Energy
EPI A;EPIROC CLASS A;Industrials
5802;SUMITOMO ELECTRIC INDUSTRIES LTD;Consumer Discretionary
WTC;WISETECH GLOBAL LTD;Information Technology
WRK;WESTROCK;Materials
ALLY;ALLY FINANCIAL INC;Financials
TECH;BIO TECHNE CORP;Health Care
IPG;INTERPUBLIC GROUP OF COMPANIES INC;Communication
PODD;INSULET CORP;Health Care
S32;SOUTH32 LTD;Materials
WPP;WPP PLC;Communication
CHRW;CH ROBINSON WORLDWIDE INC;Industrials
WPC;W. P. CAREY REIT INC;Real Estate
EVRG;EVERGY INC;Utilities
BT/A;BT GROUP PLC;Communication
FRE;FRESENIUS SE AND CO KGAA;Health Care
4523;EISAI LTD;Health Care
1928;SEKISUI HOUSE LTD;Consumer Discretionary
WBA;WALGREEN BOOTS ALLIANCE INC;Consumer Staples
FNF;FIDELITY NATIONAL FINANCIAL INC;Financials
AKZA;AKZO NOBEL NV;Materials
LISN;CHOCOLADEFABRIKEN LINDT & SPRUENGL;Consumer Staples
ALFA;ALFA LAVAL;Industrials
9735;SECOM LTD;Industrials
CPT;CAMDEN PROPERTY TRUST REIT;Real Estate
BIRG;BANK OF IRELAND GROUP PLC;Financials
DT;DYNATRACE INC;Information Technology
ACM;AECOM;Industrials
DKS;DICKS SPORTING INC;Consumer Discretionary
URW;UNIBAIL RODAMCO WE STAPLED UNITS;Real Estate
KIM;KIMCO REALTY REIT CORP;Real Estate
7270;SUBARU CORP;Consumer Discretionary
UDR;UDR REIT INC;Real Estate
GALP;GALP ENERGIA SGPS SA;Energy
BESI;BE SEMICONDUCTOR INDUSTRIES NV;Information Technology
HII;HUNTINGTON INGALLS INDUSTRIES INC;Industrials
BBWI;BATH AND BODY WORKS INC;Consumer Discretionary
HM B;HENNES & MAURITZ;Consumer Discretionary
LKQ;LKQ CORP;Consumer Discretionary
QIA;QIAGEN NV;Health Care
MOS;MOSAIC;Materials
FBK;FINECOBANK BANCA FINECO;Financials
5713;SUMITOMO METAL MINING LTD;Materials
SJM;JM SMUCKER;Consumer Staples
CPB;CAMPBELL SOUP;Consumer Staples
ABF;ASSOCIATED BRITISH FOODS PLC;Consumer Staples
GLPI;GAMING AND LEISURE PROPERTIES REIT;Real Estate
UHS;UNIVERSAL HEALTH SERVICES INC CLAS;Health Care
KMX;CARMAX INC;Consumer Discretionary
AMH;AMERICAN HOMES RENT REIT CLASS A;Real Estate
TRN;TERNA RETE ELETTRICA NAZIONALE;Utilities
4507;SHIONOGI LTD;Health Care
DOCU;DOCUSIGN INC;Information Technology
6988;NITTO DENKO CORP;Materials
CCK;CROWN HOLDINGS INC;Materials
TFII;TFI INTERNATIONAL INC;Industrials
AGN;AEGON LTD;Financials
QRVO;QORVO INC;Information Technology
LISP;CHOCOLADEFABRIKEN LINDT & SPRUENGL;Consumer Staples
ERIE;ERIE INDEMNITY CLASS A;Financials
WRT1V;WARTSILA;Industrials
CRL;CHARLES RIVER LABORATORIES INTERNA;Health Care
HSIC;HENRY SCHEIN INC;Health Care
ALLE;ALLEGION PLC;Industrials
RNO;RENAULT SA;Consumer Discretionary
LUMI;BANK LEUMI LE ISRAEL;Financials
MRO;MELROSE INDUSTRIES PLC;Industrials
EMA;EMERA INC;Utilities
WN;GEORGE WESTON LTD;Consumer Staples
7309;SHIMANO INC;Consumer Discretionary
CG;CARLYLE GROUP INC;Financials
FBIN;FORTUNE BRANDS INNOVATIONS INC;Industrials
27;GALAXY ENTERTAINMENT GROUP LTD;Consumer Discretionary
FFIV;F5 INC;Information Technology
7832;BANDAI NAMCO HOLDINGS INC;Consumer Discretionary
LSCC;LATTICE SEMICONDUCTOR CORP;Information Technology
ELS;EQUITY LIFESTYLE PROPERTIES REIT I;Real Estate
TPL;TEXAS PACIFIC LAND CORP;Energy
CYBR;CYBER ARK SOFTWARE LTD;Information Technology
ORSTED;OERSTED;Utilities
AFG;AMERICAN FINANCIAL GROUP INC;Financials
7532;PAN PACIFIC INTERNATIONAL HOLDINGS;Consumer Discretionary
4307;NOMURA RESEARCH INSTITUTE LTD;Information Technology
NST;NORTHERN STAR RESOURCES LTD;Materials
9613;NTT DATA GROUP CORP;Information Technology
HEIO;HEINEKEN HOLDING NV;Consumer Staples
UU.;UNITED UTILITIES GROUP PLC;Utilities
CNA;CENTRICA PLC;Utilities
CNH;CNH INDUSTRIAL N.V. NV;Industrials
1113;CK ASSET HOLDINGS LTD;Real Estate
APA;APA CORP;Energy
8601;DAIWA SECURITIES GROUP INC;Financials
7201;NISSAN MOTOR LTD;Consumer Discretionary
SN.;SMITH AND NEPHEW PLC;Health Care
POLI;BANK HAPOALIM BM;Financials
SCHP;SCHINDLER HOLDING PAR AG;Industrials
1COV;COVESTRO AG;Materials
WTRG;ESSENTIAL UTILITIES INC;Utilities
HEI;HEICO CORP;Industrials
ANTO;ANTOFAGASTA PLC;Materials
TAP;MOLSON COORS BREWING CLASS B;Consumer Staples
HLMA;HALMA PLC;Information Technology
CA;CARREFOUR SA;Consumer Staples
INCY;INCYTE CORP;Health Care
NWSA;NEWS CORP CLASS A;Communication
6;POWER ASSETS HOLDINGS LTD;Utilities
WTB;WHITBREAD PLC;Consumer Discretionary
PAH3;PORSCHE AUTOMOBIL HOLDING PREF;Consumer Discretionary
NESTE;NESTE;Energy
TWLO;TWILIO INC CLASS A;Information Technology
9531;TOKYO GAS LTD;Utilities
BNR;BRENNTAG;Industrials
8830;SUMITOMO REALTY & DEVELOPMENT LTD;Real Estate
CPU;COMPUTERSHARE LTD;Industrials
5411;JFE HOLDINGS INC;Materials
NHY;NORSK HYDRO;Materials
METSO;METSO CORPORATION;Industrials
ACS;ACS ACTIVIDADES DE CONSTRUCCION Y;Industrials
TLS;TELSTRA GROUP LTD;Communication
TOST;TOAST INC CLASS A;Financials
EPAM;EPAM SYSTEMS INC;Information Technology
HRL;HORMEL FOODS CORP;Consumer Staples
CCH;COCA COLA HBC AG;Consumer Staples
SW;SODEXO SA;Consumer Discretionary
7912;DAI NIPPON PRINTING LTD;Industrials
HAS;HASBRO INC;Consumer Discretionary
SEIC;SEI INVESTMENTS;Financials
SRG;SNAM;Utilities
MB;MEDIOBANCA BANCA DI CREDITO FINANZ;Financials
WYNN;WYNN RESORTS LTD;Consumer Discretionary
H;HYDRO ONE LTD;Utilities
MOWI;MOWI;Consumer Staples
CHK;CHESAPEAKE ENERGY CORP;Energy
DSG;DESCARTES SYSTEMS GROUP INC;Information Technology
NLY;ANNALY CAPITAL MANAGEMENT REIT INC;Financials
SVT;SEVERN TRENT PLC;Utilities
FOXA;FOX CORP CLASS A;Communication
SCA B;SVENSKA CELLULOSA B;Materials
ADM;ADMIRAL GROUP PLC;Financials
KNX;KNIGHT-SWIFT TRANSPORTATION HOLDIN;Industrials
FME;FRESENIUS MEDICAL CARE AG;Health Care
P911;DR ING HC F PORSCHE PRF AG;Consumer Discretionary
DINO;HF SINCLAIR CORP;Energy
9532;OSAKA GAS LTD;Utilities
AGS;AGEAS SA;Financials
FPH;FISHER AND PAYKEL HEALTHCARE CORPO;Health Care
3407;ASAHI KASEI CORP;Materials
DAY;DAYFORCE INC;Industrials
STN;STANTEC INC;Industrials
SYENS;SYENSQO SA;Materials
RPRX;ROYALTY PHARMA PLC CLASS A;Health Care
DKK;DKK CASH;Cash and/or Derivatives
7272;YAMAHA MOTOR LTD;Consumer Discretionary
T;TELUS CORP;Communication
SHL;SONIC HEALTHCARE LTD;Health Care
K;KINROSS GOLD CORP;Materials
2801;KIKKOMAN CORP;Consumer Staples
CTLT;CATALENT INC;Health Care
IAG;INSURANCE AUSTRALIA GROUP LTD;Financials
HOOD;ROBINHOOD MARKETS INC CLASS A;Financials
TWODF;TAYLOR WIMPEY PLC;Consumer Discretionary
8795;T&D HOLDINGS INC;Financials
REG;REGENCY CENTERS REIT CORP;Real Estate
ITRK;INTERTEK GROUP PLC;Industrials
4684;OBIC LTD;Information Technology
LEA;LEAR CORP;Consumer Discretionary
BXP;BOSTON PROPERTIES REIT INC;Real Estate
PSON;PEARSON PLC;Consumer Discretionary
9501;TOKYO ELECTRIC POWER HOLDINGS INC;Utilities
TTC;TORO;Industrials
IVN;IVANHOE MINES LTD CLASS A;Materials
6506;YASKAWA ELECTRIC CORP;Industrials
BAMI;BANCO BPM;Financials
IMCD;IMCD NV;Industrials
HEN;HENKEL AG;Consumer Staples
MNDI;MONDI PLC;Materials
MNDY;MONDAYCOM LTD;Information Technology
PAYC;PAYCOM SOFTWARE INC;Industrials
AKRBP;AKER BP;Energy
RO;ROCHE HOLDING AG;Health Care
6479;MINEBEA MITSUMI INC;Industrials
9843;NITORI HOLDINGS LTD;Consumer Discretionary
6869;SYSMEX CORP;Health Care
WIX;WIX.COM LTD;Information Technology
EN;BOUYGUES SA;Industrials
TFX;TELEFLEX INC;Health Care
6504;FUJI ELECTRIC LTD;Industrials
CAR;CAR GROUP LTD;Communication
MAERSK B;A P MOLLER MAERSK B;Industrials
G24;SCOUT24 N;Communication
MTCH;MATCH GROUP INC;Communication
FMC;FMC CORP;Materials
SMIN;SMITHS GROUP PLC;Industrials
SOLV;SOLVENTUM CORP;Health Care
ASRNL;ASR NEDERLAND NV;Financials
RGEN;REPLIGEN CORP;Health Care
9042;HANKYU HANSHIN HOLDINGS INC;Industrials
3;HONG KONG AND CHINA GAS LTD;Utilities
BOL;BOLIDEN;Materials
9021;WEST JAPAN RAILWAY;Industrials
EXAS;EXACT SCIENCES CORP;Health Care
MIN;MINERAL RESOURCES LTD;Materials
ERF;EUROFINS SCIENTIFIC;Health Care
AIZ;ASSURANT INC;Financials
1802;OBAYASHI CORP;Industrials
DAL;DELTA AIR LINES INC;Industrials
4755;RAKUTEN GROUP INC;Consumer Discretionary
FGR;EIFFAGE SA;Industrials
TEL;TELENOR;Communication
SKF B;SKF B;Industrials
EMSN;EMS-CHEMIE HOLDING AG;Materials
KGF;KINGFISHER PLC;Consumer Discretionary
A5G;AIB GROUP PLC;Financials
PAAS;PAN AMERICAN SILVER CORP;Materials
GL;GLOBE LIFE INC;Financials
7735;SCREEN HOLDINGS LTD;Information Technology
FM;FIRST QUANTUM MINERALS LTD;Materials
GWO;GREAT WEST LIFECO INC;Financials
DVA;DAVITA INC;Health Care
8473;SBI HOLDINGS INC;Financials
AUTO;AUTO TRADER GROUP PLC;Communication
LIFCO B;LIFCO CLASS B;Industrials
BEN;FRANKLIN RESOURCES INC;Financials
MKTX;MARKETAXESS HOLDINGS INC;Financials
LUN;LUNDIN MINING CORP;Materials
PST;POSTE ITALIANE;Financials
BALN;BALOISE HOLDING AG;Financials
BWA;BORGWARNER INC;Consumer Discretionary
BVI;BUREAU VERITAS SA;Industrials
AC;ACCOR SA;Consumer Discretionary
BSL;BLUESCOPE STEEL LTD;Materials
C6L;SINGAPORE AIRLINES LTD;Industrials
OTEX;OPEN TEXT CORP;Information Technology
GIL;GILDAN ACTIVEWEAR INC;Consumer Discretionary
ADEN;ADECCO GROUP AG;Industrials
ETSY;ETSY INC;Consumer Discretionary
SAAB B;SAAB CLASS B;Industrials
SPX;SPIRAX-SARCO ENGINEERING PLC;Industrials
TEN;TENARIS SA;Energy
CLF;CLEVELAND CLIFFS INC;Materials
KOG;KONGSBERG GRUPPEN;Industrials
X;TMX GROUP LTD;Financials
9502;CHUBU ELECTRIC POWER INC;Utilities
AM;DASSAULT AVIATION SA;Industrials
FORTUM;FORTUM;Utilities
G1A;GEA GROUP AG;Industrials
C38U;CAPITALAND INTEGRATED COMMERCIAL T;Real Estate
TRYG;TRYG;Financials
4188;MITSUBISHI CHEMICAL GROUP CORP;Materials
SIGN;SIG GROUP N AG;Materials
PLS;PILBARA MINERALS LTD;Materials
GRAB;GRAB HOLDINGS LTD CLASS A;Industrials
66;MTR CORPORATION CORP LTD;Industrials
MAERSK A;A P MOLLER MAERSK;Industrials
4528;ONO PHARMACEUTICAL LTD;Health Care
ASX;ASX LTD;Financials
STERV;STORA ENSO CLASS R;Materials
OMV;OMV AG;Energy
VIV;VIVENDI;Communication
PARA;PARAMOUNT GLOBAL CLASS B;Communication
RXL;REXEL SA;Industrials
GBLB;GROUPE BRUXELLES LAMBERT NV;Financials
H;HYATT HOTELS CORP CLASS A;Consumer Discretionary
TIH;TOROMONT INDUSTRIES LTD;Industrials
GFL;GFL ENVIRONMENTAL SUBORDINATE VOTI;Industrials
RHC;RAMSAY HEALTH CARE LTD;Health Care
1812;KAJIMA CORP;Industrials
3659;NEXON LTD;Communication
INDT;INDUTRADE;Industrials
1878;DAITO TRUST CONSTRUCTION LTD;Real Estate
A17U;CAPITALAND ASCENDAS REIT;Real Estate
MTN;VAIL RESORTS INC;Consumer Discretionary
EFN;ELEMENT FLEET MANAGEMENT CORP;Industrials
CCL.B;CCL INDUSTRIES INC CLASS B;Materials
BN4;KEPPEL LTD;Industrials
CRDA;CRODA INTERNATIONAL PLC;Materials
IOT;SAMSARA INC CLASS A;Information Technology
LBRDK;LIBERTY BROADBAND CORP SERIES C;Communication
WFG;WEST FRASER TIMBER LTD;Materials
9962;MISUMI GROUP INC;Industrials
RHI;ROBERT HALF;Industrials
TEP;TELEPERFORMANCE;Industrials
VER;VERBUND AG;Utilities
3402;TORAY INDUSTRIES INC;Materials
PATH;UIPATH INC CLASS A;Information Technology
BARN;BARRY CALLEBAUT AG;Consumer Staples
YAR;YARA INTERNATIONAL;Materials
RIVN;RIVIAN AUTOMOTIVE INC CLASS A;Consumer Discretionary
DCC;DCC PLC;Industrials
7202;ISUZU MOTORS LTD;Consumer Discretionary
5019;IDEMITSU KOSAN LTD;Energy
BKG;BERKELEY GROUP HOLDINGS (THE) PLC;Consumer Discretionary
JMT;JERONIMO MARTINS SA;Consumer Staples
ENX;EURONEXT NV;Financials
NIBE B;NIBE INDUSTRIER CLASS B;Industrials
CON;CONTINENTAL AG;Consumer Discretionary
6586;MAKITA CORP;Industrials
83;SINO LAND LTD;Real Estate
SRT3;SARTORIUS PREF AG;Health Care
PSN;PERSIMMON PLC;Consumer Discretionary
AKE;ARKEMA SA;Materials
BIO;BIO RAD LABORATORIES INC CLASS A;Health Care
2269;MEIJI HOLDINGS LTD;Consumer Staples
EPI B;EPIROC CLASS B;Industrials
SGP;STOCKLAND STAPLED UNITS LTD;Real Estate
APA;APA GROUP UNITS;Utilities
4151;KYOWA KIRIN LTD;Health Care
LDO;LEONARDO FINMECCANICA SPA;Industrials
SAGA B;SAGAX CLASS B;Real Estate
DAR;DARLING INGREDIENTS INC;Consumer Staples
